Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
1,2.46,73.0,31.2,23.7,1.1,495,3.5,25.6,42.8
2,1.43,65.8,17.2,19.8,4.5,495,6.2,9.4,37.8
0,0.92,62.7,11.7,10.0,6.5,265,10.6,4.6,30.7
0,1.09,67.3,12.7,14.1,7.4,484,10.3,2.3,20.6
2,1.37,57.2,29.2,12.9,2.0,632,6.2,15.2,30.9
2,1.66,76.9,25.3,12.3,6.5,397,5.1,10.5,32.4
1,2.64,73.0,38.7,47.9,21.1,704,5.6,21.2,34.6
0,1.01,73.4,16.2,11.1,5.5,405,10.4,2.1,33.2
0,0.93,71.0,14.4,21.8,22.1,314,12.5,2.3,25.9
2,1.16,82.2,25.2,77.0,64.0,338,6.1,9.1,30.3
2,1.74,77.6,17.4,7.6,0.7,317,5.2,8.0,25.0
0,1.01,74.2,20.2,10.7,8.1,341,13.6,5.8,25.1
1,2.2,95.4,27.2,85.7,52.5,547,4.1,8.2,44.1
2,1.6,65.8,30.3,36.3,21.8,691,5.1,9.2,35.6
2,1.5,93.4,21.5,14.4,7.8,585,5.1,11.8,30.1
0,1.08,61.1,23.7,21.7,16.1,567,11.2,7.6,23.7
0,1.17,67.4,13.1,11.4,7.3,528,13.0,2.3,27.8
0,0.92,45.9,19.5,6.2,2.1,495,11.1,1.9,18.9
2,1.44,53.9,26.0,21.5,6.9,447,5.4,5.8,30.8
0,0.99,54.7,10.3,12.6,5.6,266,12.0,2.2,21.6
2,1.33,78.9,28.5,66.2,55.7,454,7.2,6.3,24.7
2,1.44,75.1,30.9,16.5,11.1,576,5.8,8.7,26.2
0,1.09,63.3,20.2,5.6,0.3,589,10.5,5.1,21.6
2,1.4,50.8,20.6,14.1,1.3,485,5.0,13.4,34.0
0,1.08,52.4,26.6,7.1,2.8,324,10.2,3.2,23.0
0,0.96,59.2,20.5,9.5,3.0,590,10.7,4.1,20.9
0,0.76,45.3,21.4,18.6,13.9,369,16.1,6.7,26.9
0,0.87,59.7,16.4,9.9,2.2,583,10.1,5.1,17.8
3,2.24,84.1,31.1,61.9,44.9,440,7.3,13.4,36.7
0,0.99,60.1,16.9,21.5,12.3,253,14.0,4.0,23.7
2,1.56,72.0,29.3,58.4,48.2,422,9.5,9.2,28.9
2,1.96,53.4,26.0,24.7,18.5,605,6.3,9.8,33.9
3,2.56,83.7,36.0,18.9,12.7,679,4.6,15.0,33.7
2,1.67,91.6,31.1,43.7,30.7,565,7.6,5.4,29.4
3,1.87,97.7,31.4,27.3,11.7,675,9.6,17.8,37.1
2,1.62,60.5,27.0,17.2,7.7,599,11.0,15.1,24.6
3,2.08,106.3,27.1,75.6,62.3,682,5.0,19.5,36.3
0,1.02,44.6,19.5,11.0,4.0,461,13.1,3.3,29.8
0,0.96,50.2,28.9,25.5,18.3,303,13.7,0.9,26.8
3,2.04,77.3,23.1,50.4,40.8,615,5.2,13.1,36.1
0,1.02,52.2,21.1,18.6,13.3,413,10.3,3.5,29.4
2,1.49,47.7,32.1,14.7,4.4,469,6.1,12.8,32.9
2,1.52,68.5,20.2,15.2,0.1,410,5.8,14.2,26.6
0,1.02,49.2,24.4,4.6,2.2,559,12.6,5.6,21.7
0,1.16,62.8,17.1,8.4,0.9,321,15.8,6.3,31.1
2,1.82,83.0,15.0,15.8,3.7,471,6.4,8.6,28.8
2,1.65,73.5,23.1,28.5,14.5,530,6.3,9.0,28.7
3,1.8,82.1,34.4,47.5,25.1,675,5.2,22.3,28.9
0,1.26,75.0,17.3,6.6,1.5,449,18.8,3.9,27.5
0,1.04,60.1,14.7,2.4,1.1,384,12.2,6.1,25.2
3,2.44,94.9,26.5,34.9,10.5,444,6.0,12.1,30.6
2,1.66,50.6,24.5,18.5,13.6,489,7.6,8.5,38.6
3,2.13,80.7,39.2,55.6,35.7,829,8.7,13.2,36.2
0,1.0,67.9,14.2,13.0,7.5,247,12.7,5.7,28.4
2,1.63,81.0,31.5,22.2,9.8,322,6.5,6.8,36.5
2,2.08,76.4,21.5,25.7,23.2,501,6.4,10.9,28.3
0,1.05,56.4,12.6,6.7,1.9,472,11.0,3.6,22.7
1,1.89,89.5,36.7,31.0,4.5,639,3.3,17.2,43.9
2,1.49,54.0,28.4,12.7,0.3,522,8.8,0.8,28.2
0,1.2,70.1,26.8,10.4,2.6,388,10.1,2.9,22.3
0,1.07,59.4,12.2,9.1,2.9,411,10.1,1.8,24.3
0,0.94,55.7,17.3,6.2,0.3,425,11.4,5.6,26.8
0,1.14,62.4,23.0,9.2,2.8,243,10.2,3.2,27.4
0,1.02,68.5,11.8,22.2,20.0,582,11.7,5.3,21.9
0,1.12,73.5,18.7,16.2,11.8,444,15.4,3.8,22.5
2,1.78,76.8,30.8,15.9,3.7,501,7.8,12.0,30.8
1,2.29,107.4,46.6,52.1,25.0,627,3.6,15.2,40.2
3,1.62,69.1,43.3,35.4,30.2,711,7.0,15.5,29.5
0,1.1,53.5,16.1,7.7,2.1,263,10.0,3.8,22.3
2,1.69,56.5,20.4,32.5,15.6,537,6.9,15.5,29.8
2,1.7,81.5,27.2,11.7,0.4,530,5.1,10.0,28.1
3,1.63,77.4,25.1,52.3,38.2,435,5.4,14.9,26.2
0,1.04,81.2,18.5,18.9,13.0,215,15.0,6.8,22.8
2,1.62,85.7,25.4,39.8,28.2,699,5.1,4.5,29.0
2,1.74,72.1,32.9,18.3,12.5,706,5.7,7.7,22.9
0,0.93,74.0,19.8,13.8,11.4,381,13.0,4.5,24.5
0,0.91,70.3,17.6,11.7,3.6,494,12.5,5.1,24.7
1,2.92,85.6,45.7,74.5,36.2,512,4.9,20.9,40.0
2,1.82,80.6,24.5,29.9,21.4,334,5.9,9.9,24.2
0,0.84,51.3,14.2,2.5,2.1,227,10.1,7.1,20.0
0,0.8,77.8,16.9,6.1,2.1,534,10.3,5.4,25.5
3,1.83,66.5,34.6,41.9,29.1,426,5.8,9.2,32.3
0,1.05,58.7,23.8,14.2,1.2,390,12.5,3.5,22.0
3,2.2,95.8,27.7,62.5,41.4,423,5.8,14.8,35.6
3,1.85,91.8,44.9,37.4,28.0,682,3.4,16.3,42.0
0,0.95,52.4,19.9,18.0,15.4,506,12.6,5.8,28.6
0,1.04,76.4,12.9,20.4,11.8,468,12.7,6.9,27.3
2,1.56,72.7,32.2,36.7,27.2,376,9.7,15.0,30.8
0,0.86,53.1,15.6,9.8,6.9,385,11.4,5.4,22.1
2,1.67,66.6,35.2,60.5,50.3,468,7.5,11.2,32.1
3,2.3,99.5,29.2,18.7,3.1,448,8.2,14.0,37.9
2,1.8,57.2,20.2,56.4,46.1,516,8.8,11.7,30.4
3,1.92,80.7,41.7,14.6,1.1,469,4.5,21.3,40.6
0,0.94,50.1,21.2,12.1,4.6,533,10.3,4.6,22.4
3,2.01,74.2,40.2,62.5,38.5,802,4.2,12.4,26.7
0,1.02,56.4,13.6,36.7,31.4,335,12.6,5.6,27.7
0,0.97,55.8,26.4,6.4,0.4,226,17.0,3.7,22.8
0,1.07,43.7,26.7,8.5,6.0,275,12.2,4.2,21.6
0,1.02,73.1,17.5,9.8,6.5,287,12.5,10.0,24.8
2,1.51,53.1,26.4,52.7,43.4,659,6.9,6.1,35.7
1,1.72,108.9,31.2,24.7,2.3,704,3.0,11.0,31.0
0,1.06,60.9,16.7,14.6,8.5,217,13.1,2.5,29.8
0,0.93,42.7,16.2,8.2,1.5,328,10.0,6.2,27.0
3,1.85,92.3,37.3,26.2,1.7,501,3.6,12.5,34.2
0,1.0,48.6,19.9,11.1,6.1,390,10.8,2.8,28.0
2,1.79,88.9,28.6,27.0,16.7,439,11.8,5.1,25.7
3,1.92,86.8,38.7,16.5,2.1,351,8.3,15.3,43.7
2,1.69,82.1,28.0,27.8,12.3,676,13.4,18.6,27.8
3,2.3,85.0,22.9,43.4,39.8,630,4.3,7.6,34.4
0,1.05,71.6,16.7,19.8,11.6,504,10.7,5.3,26.3
3,2.0,72.7,41.0,74.8,49.8,482,5.2,15.6,28.8
0,0.91,46.7,17.3,25.4,21.4,365,11.7,7.8,30.4
0,1.14,64.4,10.2,6.4,0.6,254,13.3,3.8,24.5
2,1.72,65.2,26.6,37.0,28.8,538,7.0,10.4,32.2
3,1.91,81.1,37.1,34.5,14.2,610,4.3,11.8,36.5
0,1.14,50.6,15.7,48.8,43.7,531,11.8,7.2,28.6
1,2.41,111.3,23.0,77.1,51.4,832,6.3,11.4,42.6
2,1.25,57.9,31.4,58.2,44.7,488,7.8,4.3,26.0
2,1.62,74.9,25.4,27.4,20.1,358,5.3,3.8,26.3
2,1.61,66.3,23.9,69.9,51.2,653,5.0,13.7,28.1
1,2.51,114.3,30.4,61.6,42.4,567,3.5,11.7,43.0
3,1.69,89.7,22.1,28.2,14.5,606,3.5,7.2,34.2
0,0.96,70.1,25.8,5.6,5.3,502,16.6,7.8,25.5
0,1.07,57.8,11.7,35.0,31.7,453,13.2,2.3,23.7
0,1.1,74.1,17.3,9.8,3.2,362,10.0,4.5,26.6
2,1.47,71.2,17.1,16.1,8.1,615,9.0,8.3,31.5
0,1.18,62.0,16.9,14.7,11.0,196,10.9,5.5,23.6
0,1.11,65.4,24.6,6.2,4.8,395,17.6,5.7,22.3
3,1.87,64.8,27.2,70.6,50.5,781,5.9,12.0,33.8
0,1.06,45.9,15.7,5.4,0.5,478,13.3,3.7,26.4
3,1.55,83.2,32.7,79.5,58.8,709,4.6,14.0,38.3
1,2.85,99.1,40.7,74.7,57.4,761,3.1,17.9,30.7
0,0.95,63.9,19.1,12.2,9.3,315,11.0,6.7,29.4
1,2.66,80.7,46.6,36.3,17.2,740,2.5,26.4,46.8
3,1.85,88.5,28.2,38.0,27.6,659,5.6,7.1,39.1
0,1.11,53.1,14.1,4.4,0.0,334,12.8,3.7,28.1
1,2.57,75.2,40.7,32.7,7.0,786,3.2,15.6,38.0
2,1.31,62.5,22.5,15.8,2.3,430,6.8,9.2,25.9
0,1.09,40.1,23.8,4.5,0.6,444,12.3,6.5,25.3
0,0.96,77.9,11.4,4.7,2.7,235,11.5,3.4,30.1
0,1.01,43.1,17.1,8.1,2.5,205,11.8,5.9,23.6
0,1.14,53.2,20.4,12.3,9.6,493,10.3,1.5,25.4
0,0.92,57.9,13.6,20.7,14.7,338,10.3,5.3,21.7
2,1.85,53.1,25.0,41.7,33.5,573,6.3,11.0,35.0
2,1.67,53.6,27.3,48.4,34.8,566,5.4,14.5,33.0
1,2.41,79.3,19.9,59.0,40.0,829,4.1,19.0,49.8
0,1.01,50.8,12.4,5.5,2.1,612,10.2,1.1,27.0
0,1.05,54.3,22.9,47.7,39.2,430,12.6,5.0,25.7
2,1.36,86.7,19.0,46.6,37.8,415,5.4,14.8,33.4
3,1.69,74.9,29.0,22.8,1.1,587,4.6,21.5,39.6
3,2.1,84.1,31.4,23.8,1.6,493,4.3,-3.4,33.0
0,1.0,40.2,27.9,12.3,8.8,317,11.1,6.9,23.8
2,1.75,84.0,26.7,16.3,4.2,640,14.6,5.7,36.2
1,2.75,79.1,25.6,55.5,38.0,821,2.8,17.0,35.7
0,0.95,62.8,19.7,12.6,3.3,305,13.1,5.4,25.3
0,0.93,68.9,18.4,18.2,14.2,265,10.7,6.7,23.4
2,1.48,62.6,30.0,59.1,47.9,414,7.1,7.9,32.1
0,1.01,45.9,12.6,9.3,4.4,223,10.1,5.9,22.9
1,2.49,73.2,33.0,85.4,37.7,727,5.7,20.4,38.1
0,1.07,70.2,25.3,8.2,7.0,267,10.4,8.6,23.8
0,1.04,40.9,27.1,20.0,15.4,438,11.1,2.9,29.2
2,1.02,76.3,22.0,15.2,15.4,386,6.2,13.0,37.7
0,0.89,45.9,23.7,5.9,1.5,483,12.8,3.2,28.5
0,0.92,54.7,16.9,15.5,9.4,531,10.3,4.7,19.1
1,2.87,101.7,39.6,27.1,26.9,908,10.1,14.3,33.0
0,0.97,80.8,22.9,8.3,2.6,509,10.5,4.3,23.6
2,1.29,72.9,25.7,13.4,11.0,364,6.5,11.0,28.8
3,1.63,105.9,28.3,17.2,2.5,501,5.5,14.5,37.1
2,1.49,79.3,22.4,49.8,39.8,351,5.5,5.6,22.2
3,2.05,52.9,41.6,77.8,59.1,601,8.8,18.4,28.9
2,1.39,59.7,22.1,68.8,59.3,412,5.1,7.4,30.0
3,1.9,87.5,34.3,37.1,13.4,612,8.0,8.9,28.9
3,1.39,66.9,40.3,69.5,53.6,458,4.3,23.4,37.7
3,2.32,81.0,39.5,29.5,11.8,616,3.8,22.3,37.6
2,1.42,70.4,17.4,8.6,6.0,586,8.5,3.2,29.7
2,1.74,64.6,29.7,13.3,5.5,485,5.5,11.6,32.5
2,1.47,56.8,30.8,35.3,27.1,388,5.7,8.1,36.2
0,1.05,65.0,22.5,8.7,1.3,208,10.5,4.4,26.7
0,0.89,60.0,24.0,22.7,20.8,541,11.8,6.7,18.5
2,1.41,59.5,33.3,20.4,12.9,588,5.7,9.1,36.6
2,1.31,63.1,22.9,34.4,25.6,646,5.3,10.9,36.9
2,1.71,77.7,25.6,7.1,6.2,500,8.1,8.9,34.5
2,1.21,91.1,29.5,22.6,12.3,351,6.3,6.3,28.9
2,1.46,63.7,24.8,13.0,4.7,368,6.5,2.7,33.6
3,2.43,104.7,28.4,17.6,7.3,505,5.0,17.3,27.9
0,0.87,51.7,22.5,11.1,5.2,497,11.7,3.9,21.5
0,0.95,72.4,23.0,9.6,2.9,384,10.9,3.5,23.8
2,1.59,77.4,29.4,23.4,14.6,480,6.1,7.5,33.5
0,1.03,69.8,18.5,9.5,4.9,423,16.0,3.3,24.2
2,1.65,68.9,32.7,32.5,31.4,489,8.0,6.6,31.3
3,1.81,86.1,36.7,62.3,47.1,551,7.5,11.3,28.2
2,1.61,56.9,23.2,25.1,2.4,451,5.3,13.4,32.5
0,1.03,75.1,17.4,15.3,10.7,553,12.5,5.8,18.4
2,1.55,71.4,31.4,22.3,9.4,688,7.7,10.3,26.7
2,1.59,86.0,21.4,20.4,8.3,733,7.2,10.2,30.0
2,1.77,61.2,20.5,15.9,2.6,449,5.3,4.2,30.7
0,0.99,44.2,14.7,16.4,12.0,569,12.1,2.9,30.6
3,2.06,76.0,23.5,49.6,38.4,452,3.4,26.8,39.3
0,0.9,59.3,11.9,8.4,5.6,465,10.4,4.3,25.4
3,1.61,80.0,38.3,48.2,33.8,507,5.1,3.7,33.3
2,1.54,85.4,35.7,26.0,13.3,662,6.6,9.6,25.5
3,2.61,79.8,32.1,45.2,33.1,731,4.2,5.2,32.6
0,0.99,56.3,13.0,16.1,13.9,519,10.2,3.3,29.9
2,1.52,61.5,16.1,18.6,7.1,539,7.3,14.5,32.2
3,1.95,57.7,37.2,28.7,12.2,749,3.9,25.0,30.4
2,1.5,70.9,26.9,18.2,5.9,573,5.3,11.7,26.6
0,1.05,71.0,14.6,14.9,10.8,479,12.6,5.8,25.2
0,0.84,66.0,16.0,6.7,0.8,431,11.7,7.0,25.6
3,2.16,70.3,35.9,29.9,16.7,529,4.1,22.1,37.8
0,0.96,50.5,21.6,25.4,19.6,294,10.5,5.0,23.6
2,1.3,59.2,21.7,21.2,12.7,565,5.2,10.2,28.2
0,1.02,54.1,16.8,24.6,16.8,201,11.1,8.2,30.1
0,1.06,78.1,27.0,9.9,1.8,552,14.6,6.6,26.4
0,1.06,51.6,24.6,7.4,6.9,534,13.1,5.1,26.9
3,2.29,62.4,32.9,42.7,24.0,415,6.2,25.0,32.8
0,1.13,64.5,11.3,8.8,2.3,361,11.2,7.2,22.9
2,1.24,56.5,23.7,14.5,5.9,410,6.7,6.4,30.4
0,1.03,63.0,25.0,17.8,9.9,403,10.2,5.4,23.1
2,1.55,78.9,26.0,6.9,0.1,679,6.5,10.4,28.2
0,1.01,60.0,20.2,11.0,7.1,349,10.8,5.9,26.7
3,1.64,85.5,36.0,60.9,55.9,698,3.7,10.2,33.4
0,1.17,67.1,16.5,9.5,2.9,226,12.6,8.5,22.5
1,2.72,89.7,36.7,18.3,3.1,592,2.6,4.7,37.9
0,0.92,66.6,18.5,43.4,38.5,326,12.0,4.3,25.1
0,0.86,54.0,22.7,7.7,5.2,415,14.1,3.9,18.5
0,0.95,44.0,16.1,16.1,13.0,330,12.9,3.4,22.7
2,1.84,60.3,25.3,44.7,36.6,386,5.1,12.1,30.8
2,1.3,67.0,18.1,67.0,53.8,336,9.1,13.3,29.3
2,1.76,61.6,21.5,10.7,1.1,567,7.0,8.5,36.1
2,1.47,61.8,23.5,15.5,6.8,404,6.0,9.6,34.8
1,2.23,77.3,36.1,37.5,18.7,555,6.9,28.7,40.6
0,1.04,55.5,20.8,7.8,2.7,481,10.6,5.6,23.6
3,1.79,89.1,35.4,36.4,23.7,817,4.2,17.2,27.6
0,1.03,55.4,24.3,14.5,9.4,478,10.6,4.5,19.0
2,1.53,53.8,25.5,18.5,10.8,436,5.8,4.8,29.6
2,1.5,62.7,23.8,50.3,40.0,416,5.1,9.3,34.2
3,2.11,94.6,28.4,33.3,10.4,533,3.8,17.3,39.6
0,1.01,74.6,23.6,28.9,24.0,217,10.7,7.7,30.9
0,0.87,78.3,23.5,14.1,8.2,225,11.2,5.6,31.4
1,1.96,108.0,34.0,88.5,73.5,734,6.2,15.8,39.2
3,2.29,88.9,31.1,40.6,23.3,405,7.3,13.5,33.6
0,0.74,54.5,20.6,4.6,0.0,326,11.4,7.5,22.4
2,1.5,77.9,31.5,37.8,28.8,356,9.1,6.9,30.2
0,0.89,48.7,14.7,11.1,5.9,581,11.7,6.9,20.7
2,1.64,45.3,34.1,14.1,1.8,615,6.5,11.4,27.0
3,1.84,67.9,26.2,13.4,1.4,742,4.9,16.4,33.7
2,1.49,81.8,28.8,20.4,8.4,596,5.5,5.6,26.0
2,1.28,58.9,33.6,25.9,10.5,347,7.2,12.6,30.0
3,1.79,93.5,30.5,21.9,2.9,816,3.7,10.0,29.7
1,2.49,82.7,32.1,51.4,33.8,514,3.8,14.7,44.9
3,1.88,72.8,25.6,11.3,2.2,432,3.9,12.6,31.2
2,1.05,70.9,37.1,33.0,16.8,569,6.3,9.1,25.1
0,1.04,53.5,27.5,15.4,9.2,220,10.8,7.9,30.8
0,1.13,71.0,13.5,11.9,8.3,390,12.0,11.1,27.3
3,2.04,70.1,32.1,19.9,0.5,551,5.0,14.8,34.3
0,0.92,63.3,17.3,5.3,1.7,481,11.3,2.0,26.8
1,2.05,84.7,48.7,38.0,8.4,729,3.8,3.4,37.9
0,1.03,51.1,23.0,27.3,26.0,384,14.4,8.2,22.0
0,0.92,66.7,18.8,51.2,45.1,574,10.4,3.7,25.5
3,2.14,95.3,30.4,64.9,42.1,595,4.3,13.0,31.7
0,1.1,42.3,26.4,9.7,2.3,558,10.1,5.6,24.3
0,0.88,53.1,16.5,49.9,45.7,348,10.7,6.5,21.6
2,1.32,55.0,27.7,28.8,14.8,297,5.0,16.4,41.4
2,1.33,46.7,30.4,34.7,20.8,677,5.3,11.4,32.3
3,2.29,77.4,20.9,26.4,9.5,648,3.7,10.8,30.2
0,1.02,73.1,17.0,10.3,5.6,303,10.8,5.6,28.9
2,1.31,81.6,28.0,11.0,3.1,531,6.1,11.0,32.0
2,1.87,85.2,24.0,62.5,47.4,641,9.2,8.8,35.0
3,2.74,77.8,23.8,78.3,60.6,665,6.2,10.9,39.3
2,1.37,57.6,22.3,59.0,46.5,650,5.3,4.7,35.2
0,0.94,65.4,26.1,13.1,6.2,338,11.0,8.5,20.2
0,1.2,44.6,19.6,28.0,21.2,545,11.1,3.3,29.0
0,0.87,61.4,14.3,17.5,10.9,443,14.3,4.4,23.5
3,1.67,56.6,28.6,23.6,6.8,546,6.2,13.8,26.7
2,1.52,49.5,31.0,28.5,13.1,300,6.4,14.0,37.3
2,1.49,78.2,30.5,55.7,42.5,628,11.5,10.4,31.1
0,0.91,64.8,25.5,23.4,19.6,230,11.1,4.6,15.5
2,1.54,71.2,20.4,22.8,9.5,367,6.2,14.0,26.8
0,0.76,55.2,20.7,8.0,3.6,575,12.2,5.6,26.8
0,1.06,68.2,22.8,7.3,1.6,356,12.7,3.3,22.9
2,1.3,78.8,26.8,23.8,14.3,346,7.3,14.0,35.4
0,0.97,53.7,26.1,17.2,9.6,536,10.2,5.8,21.7
2,1.44,80.3,33.0,25.9,12.6,433,6.1,11.4,20.5
1,2.06,102.9,38.4,49.1,16.4,638,4.8,18.7,45.1
0,1.06,81.8,17.5,28.7,20.2,386,10.6,2.3,25.0
3,1.51,68.4,32.9,72.9,56.8,702,6.0,7.8,34.6
3,1.54,70.9,37.8,56.7,37.9,388,4.8,16.2,32.2
0,0.98,46.7,26.0,6.3,0.8,469,10.0,3.1,22.1
0,0.9,77.0,15.5,14.8,10.0,386,10.1,3.1,30.4
2,1.23,65.3,33.4,38.1,29.4,616,6.0,2.0,24.5
0,0.95,69.0,18.3,19.6,9.7,262,15.6,4.7,26.5
0,1.02,60.7,22.8,17.7,12.6,403,12.7,5.3,24.1
0,1.09,54.4,21.1,10.6,2.3,344,10.9,4.6,26.0
0,0.98,64.7,26.6,8.4,3.3,226,10.2,4.3,25.8
3,1.88,102.2,29.6,33.6,15.4,466,4.1,21.0,31.3
2,1.17,58.4,22.9,14.7,2.0,533,5.5,5.9,36.2
0,1.02,60.9,14.5,4.0,3.7,381,13.9,4.2,23.2
0,0.98,64.6,20.8,37.9,36.9,359,13.0,5.0,26.5
2,1.96,57.8,33.0,7.7,1.4,481,6.9,9.5,25.5
0,1.02,66.1,13.9,16.0,9.1,283,11.4,4.6,32.4
0,1.12,45.8,23.2,11.2,8.2,585,10.4,2.4,21.5
3,1.77,68.0,30.2,18.4,4.0,763,3.8,16.8,39.2
2,1.59,85.3,24.6,34.1,26.1,602,5.6,9.8,30.7
2,1.5,57.0,25.7,34.4,22.8,509,7.0,5.8,32.2
2,1.3,56.1,24.9,28.4,20.9,542,9.5,10.3,24.9
2,1.72,74.0,22.3,15.0,2.2,703,10.2,10.5,29.0
2,1.63,50.3,20.8,13.7,1.2,463,6.2,5.9,35.7
2,1.42,45.6,30.2,64.8,56.8,681,7.6,7.0,28.6
0,1.03,44.2,19.7,10.9,5.6,333,18.0,4.5,28.9
0,0.94,72.4,24.9,15.2,6.1,221,13.7,3.1,24.7
1,2.08,95.1,37.9,53.0,20.3,581,6.3,21.0,43.3
2,1.55,76.6,28.2,16.3,0.5,514,6.2,11.9,23.6
0,1.03,68.4,15.0,11.9,5.4,203,13.7,1.2,25.1
3,1.79,70.2,30.7,41.9,12.5,624,4.6,16.0,36.0
2,1.09,70.6,27.4,60.3,44.1,365,5.5,8.6,29.3
0,0.88,70.3,23.1,11.1,3.2,593,10.3,6.6,24.7
0,0.84,51.2,13.6,22.3,17.3,444,13.2,2.5,23.0
0,0.87,68.1,24.9,10.9,5.3,327,11.9,6.7,32.0
0,0.93,63.2,17.9,16.0,10.7,560,12.7,2.2,25.4
0,1.06,79.4,16.3,21.8,15.7,506,11.1,6.2,25.3
0,1.08,74.7,18.6,21.4,13.8,380,10.4,5.5,28.0
0,1.03,55.9,16.2,37.2,27.7,307,12.1,2.1,23.7
0,0.98,66.4,23.2,29.6,26.3,520,14.4,0.8,20.7
3,1.95,100.2,26.5,85.0,69.8,641,4.9,17.0,29.0
2,1.8,82.5,21.1,19.3,6.6,566,6.1,10.3,23.0
0,1.0,49.8,16.4,8.9,3.2,237,11.1,7.4,23.9
0,0.89,50.3,23.7,16.8,11.5,349,10.7,6.7,25.3
0,0.94,74.7,7.4,40.7,34.9,369,11.1,3.3,29.8
0,1.16,59.4,22.8,13.3,8.2,396,10.2,2.0,32.1
2,1.33,56.9,19.5,55.4,44.2,612,9.3,8.5,32.9
0,1.08,63.9,26.6,24.8,16.1,552,10.1,9.8,25.3
2,1.48,51.4,20.7,20.7,9.6,542,5.8,16.0,33.3
0,0.98,79.2,16.9,32.9,28.9,372,12.2,3.0,21.3
1,2.24,67.0,46.9,41.4,22.4,520,5.7,21.7,38.7
0,0.99,47.7,21.2,12.3,8.0,478,10.7,7.0,21.3
1,2.26,98.2,42.3,32.9,6.1,797,4.1,19.8,43.2
0,0.87,50.9,23.0,6.3,1.0,381,13.2,5.3,28.0
2,1.27,69.8,20.1,5.8,0.4,568,7.2,15.8,24.2
0,1.22,38.6,22.0,22.7,16.6,389,12.9,2.8,26.0
2,1.35,56.6,26.6,24.4,8.3,551,5.4,12.1,23.7
3,1.65,66.1,28.7,31.6,15.1,776,5.9,19.4,41.4
2,1.72,75.5,20.0,26.9,13.1,402,5.8,14.1,28.4
0,0.98,79.1,12.2,10.9,3.4,213,11.1,5.7,33.0
2,1.47,78.8,38.3,63.7,54.2,488,7.6,9.1,31.1
0,0.94,59.9,23.5,22.6,21.0,318,10.0,5.2,21.8
2,1.41,51.9,24.3,55.7,43.7,461,5.1,12.1,32.0
3,1.71,90.0,31.6,41.1,28.7,666,7.1,15.8,38.9
0,0.98,61.0,21.0,34.8,32.3,453,10.4,6.9,27.3
3,1.73,70.1,34.8,17.8,4.6,609,3.6,12.0,37.3
1,2.44,84.8,30.4,69.5,49.3,555,6.4,14.2,39.8
0,1.07,54.6,20.2,16.2,13.6,379,10.2,4.5,25.9
0,1.01,72.5,18.6,19.8,12.1,578,18.2,4.4,23.4
3,1.64,55.0,28.3,30.7,12.0,684,3.4,22.7,34.1
2,1.53,62.3,25.6,14.9,7.4,337,11.1,8.2,29.4
0,0.98,60.1,27.4,12.5,5.4,476,10.5,5.4,24.5
0,0.99,44.0,23.9,31.6,30.2,322,18.6,2.6,29.8
0,1.15,72.8,23.0,25.2,16.8,502,10.3,2.1,22.8
0,0.86,73.7,22.2,6.0,2.1,200,10.7,3.0,23.5
3,1.32,78.3,41.7,56.3,43.0,738,5.7,8.0,34.8
0,1.01,80.3,19.0,11.2,5.4,538,10.1,4.6,29.0
2,1.75,81.5,27.8,15.3,2.0,492,5.0,14.7,22.5
1,2.73,82.1,41.4,40.9,25.3,808,5.0,17.2,34.5
0,0.84,59.4,18.9,8.5,4.0,364,10.1,5.6,28.7
3,2.05,73.1,31.4,73.9,51.1,664,4.9,19.4,30.5
2,1.68,50.3,22.0,40.9,26.8,417,9.1,8.1,32.7
0,1.1,75.6,24.5,24.5,21.4,291,11.4,5.3,28.8
2,1.54,54.0,29.0,14.5,6.3,391,5.8,7.9,30.5
3,2.09,75.6,34.9,35.2,16.8,591,6.5,14.2,40.0
0,0.93,75.8,10.4,5.2,0.2,505,10.4,4.0,27.7
2,1.76,54.2,32.6,26.0,16.8,514,5.8,11.2,31.7
0,1.09,68.3,10.8,8.1,3.0,336,10.5,5.2,29.3
2,1.5,59.2,20.8,25.8,14.0,503,5.4,13.2,22.0
3,1.09,75.4,34.8,44.1,32.4,580,3.5,15.7,21.6
3,1.79,60.8,37.7,78.2,57.8,631,3.8,13.7,30.4
3,1.89,73.7,25.7,61.4,47.2,523,3.5,11.3,30.3
2,1.42,71.8,31.9,23.4,14.3,571,8.6,19.9,29.6
3,2.29,74.7,48.0,33.9,15.3,756,5.6,13.6,31.9
0,1.25,66.7,16.4,10.6,7.6,460,13.3,5.1,28.8
2,1.44,87.1,29.7,64.2,48.1,666,5.3,15.3,32.2
0,1.04,56.3,15.3,16.3,9.6,387,12.9,5.0,24.2
2,1.3,72.6,24.1,31.2,24.5,489,6.7,14.8,33.6
0,0.97,64.4,26.4,6.9,3.9,315,10.6,5.0,31.3
3,1.73,67.9,33.1,39.0,35.7,617,7.3,8.8,39.7
0,1.06,62.1,19.2,10.1,7.1,437,12.2,5.9,26.4
0,0.93,62.6,14.3,10.8,5.3,391,14.7,3.5,21.4
2,1.8,77.1,32.3,23.8,14.0,357,6.9,12.4,30.5
0,1.08,41.0,14.3,5.5,3.1,509,10.3,1.3,19.7
